RUN	LoadTest	loadtest	1697836068263	 	3.5.0
REQUEST		getOrders Redirect 1	1697836073664	1697836133680	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133680
REQUEST		getOrders Redirect 1	1697836073664	1697836133680	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133680
REQUEST		getOrders Redirect 1	1697836073683	1697836133695	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836073682	1697836133695	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133695
USER	first scenario	END	1697836133695
REQUEST		getOrders Redirect 1	1697836073707	1697836133708	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133708
REQUEST		getOrders Redirect 1	1697836073732	1697836133733	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133733
REQUEST		getOrders Redirect 1	1697836073740	1697836133742	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133743
REQUEST		getOrders Redirect 1	1697836073744	1697836133744	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133744
REQUEST		getOrders Redirect 1	1697836073748	1697836133758	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836073756	1697836133758	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836073756	1697836133758	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133758
USER	first scenario	END	1697836133758
USER	first scenario	END	1697836133758
REQUEST		getOrders Redirect 1	1697836073805	1697836133806	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133806
REQUEST		getOrders Redirect 1	1697836073804	1697836133807	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133807
REQUEST		getOrders Redirect 1	1697836073804	1697836133820	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133820
REQUEST		getOrders Redirect 1	1697836073834	1697836133835	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133835
REQUEST		getOrders Redirect 1	1697836073834	1697836133836	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133836
REQUEST		getOrders Redirect 1	1697836073905	1697836133907	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133907
REQUEST		getOrders Redirect 1	1697836073926	1697836133929	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133929
REQUEST		getOrders Redirect 1	1697836073941	1697836133944	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836073940	1697836133944	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836073933	1697836133944	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133944
USER	first scenario	END	1697836133944
USER	first scenario	END	1697836133944
REQUEST		getOrders Redirect 1	1697836073945	1697836133960	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133960
REQUEST		getOrders Redirect 1	1697836073984	1697836133987	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133987
REQUEST		getOrders Redirect 1	1697836073984	1697836133991	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836133991
REQUEST		getOrders Redirect 1	1697836074033	1697836134035	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134035
REQUEST		getOrders Redirect 1	1697836074037	1697836134037	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134038
REQUEST		getOrders Redirect 1	1697836074068	1697836134082	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134082
REQUEST		getOrders Redirect 1	1697836074069	1697836134083	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134083
REQUEST		getOrders Redirect 1	1697836074069	1697836134084	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134084
REQUEST		getOrders Redirect 1	1697836074086	1697836134091	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134091
REQUEST		getOrders Redirect 1	1697836074088	1697836134092	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134092
REQUEST		getOrders Redirect 1	1697836074088	1697836134092	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134092
REQUEST		getOrders Redirect 1	1697836074088	1697836134100	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134100
REQUEST		getOrders Redirect 1	1697836074191	1697836134194	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134194
REQUEST		getOrders Redirect 1	1697836074290	1697836134295	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134295
REQUEST		getOrders Redirect 1	1697836074301	1697836134302	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134302
REQUEST		getOrders Redirect 1	1697836074290	1697836134302	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134303
REQUEST		getOrders Redirect 1	1697836074337	1697836134348	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134348
REQUEST		getOrders Redirect 1	1697836074361	1697836134364	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074356	1697836134364	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134364
USER	first scenario	END	1697836134364
REQUEST		getOrders Redirect 1	1697836074389	1697836134395	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074389	1697836134395	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134395
USER	first scenario	END	1697836134395
REQUEST		getOrders Redirect 1	1697836074390	1697836134396	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134396
REQUEST		getOrders Redirect 1	1697836074403	1697836134410	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134410
REQUEST		getOrders Redirect 1	1697836074416	1697836134419	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134419
REQUEST		getOrders Redirect 1	1697836074416	1697836134425	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074416	1697836134425	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134425
USER	first scenario	END	1697836134425
REQUEST		getOrders Redirect 1	1697836074493	1697836134494	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134494
REQUEST		getOrders Redirect 1	1697836074498	1697836134502	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074498	1697836134502	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134502
USER	first scenario	END	1697836134502
REQUEST		getOrders Redirect 1	1697836074530	1697836134533	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134533
REQUEST		getOrders Redirect 1	1697836074541	1697836134548	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074541	1697836134548	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134548
USER	first scenario	END	1697836134548
REQUEST		getOrders Redirect 1	1697836074553	1697836134562	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134562
REQUEST		getOrders Redirect 1	1697836074562	1697836134563	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134563
REQUEST		getOrders Redirect 1	1697836074553	1697836134563	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134564
REQUEST		getOrders Redirect 1	1697836074552	1697836134564	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134564
REQUEST		getOrders Redirect 1	1697836074589	1697836134595	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134595
REQUEST		getOrders Redirect 1	1697836074596	1697836134606	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134606
REQUEST		getOrders Redirect 1	1697836074599	1697836134610	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134610
REQUEST		getOrders Redirect 1	1697836075922	1697836134622	OK	 
USER	first scenario	END	1697836134623
REQUEST		getOrders Redirect 1	1697836074617	1697836134625	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134625
REQUEST		getOrders Redirect 1	1697836074652	1697836134657	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134657
REQUEST		getOrders Redirect 1	1697836074660	1697836134663	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134663
REQUEST		getOrders Redirect 1	1697836074739	1697836134695	OK	 
USER	first scenario	END	1697836134696
REQUEST		getOrders Redirect 1	1697836074701	1697836134702	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134703
REQUEST		getOrders Redirect 1	1697836074723	1697836134727	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134728
REQUEST		getOrders Redirect 1	1697836074727	1697836134732	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134732
REQUEST		getOrders Redirect 1	1697836074730	1697836134733	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134733
REQUEST		getOrders Redirect 1	1697836074723	1697836134733	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074731	1697836134734	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074731	1697836134734	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074732	1697836134734	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134734
USER	first scenario	END	1697836134734
USER	first scenario	END	1697836134734
USER	first scenario	END	1697836134734
REQUEST		getOrders Redirect 1	1697836074721	1697836134734	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134734
REQUEST		getOrders Redirect 1	1697836074743	1697836134746	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134746
REQUEST		getOrders Redirect 1	1697836074735	1697836134749	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074743	1697836134749	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074743	1697836134749	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134749
USER	first scenario	END	1697836134749
USER	first scenario	END	1697836134750
REQUEST		getOrders Redirect 1	1697836074780	1697836134796	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074792	1697836134796	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134796
USER	first scenario	END	1697836134796
REQUEST		getOrders Redirect 1	1697836074780	1697836134796	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134796
REQUEST		getOrders Redirect 1	1697836079019	1697836134807	OK	 
USER	first scenario	END	1697836134807
REQUEST		getOrders Redirect 1	1697836074812	1697836134813	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134813
REQUEST		getOrders Redirect 1	1697836074812	1697836134827	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074812	1697836134827	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134827
USER	first scenario	END	1697836134827
REQUEST		getOrders Redirect 1	1697836074875	1697836134879	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134880
REQUEST		getOrders Redirect 1	1697836074886	1697836134889	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074886	1697836134889	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134890
USER	first scenario	END	1697836134890
REQUEST		getOrders Redirect 1	1697836074907	1697836134920	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074907	1697836134920	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074907	1697836134920	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836074911	1697836134921	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134921
USER	first scenario	END	1697836134921
USER	first scenario	END	1697836134921
USER	first scenario	END	1697836134921
REQUEST		getOrders Redirect 1	1697836074931	1697836134936	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836134936
REQUEST		getOrders Redirect 1	1697836075011	1697836135013	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135013
REQUEST		getOrders Redirect 1	1697836075030	1697836135044	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135044
REQUEST		getOrders Redirect 1	1697836075031	1697836135045	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135045
REQUEST		getOrders Redirect 1	1697836076124	1697836135046	OK	 
USER	first scenario	END	1697836135046
REQUEST		getOrders Redirect 1	1697836075048	1697836135060	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135060
REQUEST		getOrders Redirect 1	1697836077463	1697836135077	OK	 
USER	first scenario	END	1697836135077
REQUEST		getOrders Redirect 1	1697836075095	1697836135107	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075096	1697836135107	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135107
USER	first scenario	END	1697836135107
REQUEST		getOrders Redirect 1	1697836075107	1697836135122	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075107	1697836135122	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075115	1697836135122	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135123
USER	first scenario	END	1697836135123
USER	first scenario	END	1697836135123
REQUEST		getOrders Redirect 1	1697836075146	1697836135154	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135155
REQUEST		getOrders Redirect 1	1697836075160	1697836135163	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135163
REQUEST		getOrders Redirect 1	1697836075175	1697836135185	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135185
REQUEST		getOrders Redirect 1	1697836075218	1697836135223	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135224
REQUEST		getOrders Redirect 1	1697836075557	1697836135225	OK	 
USER	first scenario	END	1697836135225
REQUEST		getOrders Redirect 1	1697836075267	1697836135278	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135278
REQUEST		getOrders Redirect 1	1697836075280	1697836135293	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135293
REQUEST		getOrders Redirect 1	1697836075300	1697836135307	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135307
REQUEST		getOrders Redirect 1	1697836075322	1697836135325	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075321	1697836135325	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135325
USER	first scenario	END	1697836135325
REQUEST		getOrders Redirect 1	1697836075339	1697836135340	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075333	1697836135340	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135340
USER	first scenario	END	1697836135340
REQUEST		getOrders Redirect 1	1697836075353	1697836135356	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075355	1697836135356	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135356
USER	first scenario	END	1697836135356
REQUEST		getOrders Redirect 1	1697836075376	1697836135379	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135379
REQUEST		getOrders Redirect 1	1697836075434	1697836135434	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075433	1697836135434	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075430	1697836135434	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135434
USER	first scenario	END	1697836135434
USER	first scenario	END	1697836135434
REQUEST		getOrders Redirect 1	1697836075439	1697836135446	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135446
REQUEST		getOrders Redirect 1	1697836075439	1697836135449	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135449
REQUEST		getOrders Redirect 1	1697836075457	1697836135460	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135460
REQUEST		getOrders Redirect 1	1697836075471	1697836135475	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135475
REQUEST		getOrders Redirect 1	1697836075471	1697836135479	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075478	1697836135479	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135479
USER	first scenario	END	1697836135479
REQUEST		getOrders Redirect 1	1697836075553	1697836135557	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075552	1697836135557	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135557
USER	first scenario	END	1697836135557
REQUEST		getOrders Redirect 1	1697836075564	1697836135573	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075571	1697836135573	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075564	1697836135573	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075564	1697836135573	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135573
USER	first scenario	END	1697836135573
USER	first scenario	END	1697836135573
USER	first scenario	END	1697836135573
REQUEST		getOrders Redirect 1	1697836075619	1697836135619	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075618	1697836135619	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135619
REQUEST		getOrders Redirect 1	1697836075618	1697836135619	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135619
USER	first scenario	END	1697836135620
REQUEST		getOrders Redirect 1	1697836075619	1697836135621	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135621
REQUEST		getOrders Redirect 1	1697836075621	1697836135629	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135630
REQUEST		getOrders Redirect 1	1697836075627	1697836135634	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
